skills1,skills2,skills3,skills4,title
sdlc,apex,r,jira,QA_Analyst
salesforce,apex,sql,javascript,Project_Manager
salesforce,apex,visualforce,java,Full_Stack_Developer
salesforce,apex,javascript,html5,Full_Stack_Developer
salesforce,apex,salesforce_lightning,javascript,Full_Stack_Developer
python,apex,python,jira,QA_Analyst
apex_code,apex,salesforce_lightning,javascript,Full_Stack_Developer
machine_learning,apachespark,rserver,paas,Data_Engineer
sql,apache_spark,etl,hadoop,Data_Engineer
sql,apache_spark,etl,hadoop,Data_Engineer
scala,apache_spark,java,hadoop,Data_Engineer
scala,apache_spark,hadoop,spring_boot,Full_Stack_Developer
scala,apache_spark,machine_learning,algorithm,Data_Engineer
scala,apache_spark,google_cloud_platform,apache_kafka,Data_Engineer
scala,apache_spark,docker,java,Full_Stack_Developer
scala,apache_spark,amazon_web_services,apache_kafka,Data_Engineer
scala,apache_spark,aws,amazon_redshift,Full_Stack_Developer
scala,apache_spark,etl,mysql,Project_Manager
scala,apache_spark,amazon_web_services,data_warehouse,Data_Engineer
scala,apache_spark,apache_kafka,hadoop,Data_Engineer
scala,apache_spark,java,hadoop,Data_Engineer
python,apache_spark,hadoop,scala,Data_Engineer
python,apache_spark,hadoop,nosql,Data_Engineer
python,apache_spark,machine_learning,sql,Data_Engineer
python,apache_spark,postgresql,tensorflow,Full_Stack_Developer
python,apache_spark,r,rstudio,Data_Engineer
python,apache_spark,hadoop,scala,Data_Engineer
python,apache_spark,hadoop,nosql,Data_Engineer
machine_learning,apache_spark,scala,java,Data_Engineer
java,apache_spark,apache_beam,apache_kafka,Full_Stack_Developer
java,apache_spark,apache_kafka,jquery,Full_Stack_Developer
hadoop,apache_spark,etl,sql,Data_Engineer
hadoop,apache_spark,python,hbase,Full_Stack_Developer
hadoop,apache_spark,java,nosql,Data_Engineer
hadoop,apache_spark,google_bigquery,amazon_redshift,Data_Engineer
hadoop,apache_spark,apache_storm,apache_flink,Full_Stack_Developer
hadoop,apache_spark,sql,apache_kafka,Project_Manager
hadoop,apache_spark,apache_kafka,hive,Data_Engineer
hadoop,apache_spark,database,bigdata,Full_Stack_Developer
hadoop,apache_spark,bigdata,scala,Full_Stack_Developer
hadoop,apache_spark,apache,scala,Data_Engineer
hadoop,apache_spark,bigdata,apache_kafka,Full_Stack_Developer
hadoop,apache_spark,etl,sql,Data_Engineer
amazon_web_services,apache_spark,python,java,Data_Engineer
amazon_web_services,apache_spark,cloud,data_warehouse,Full_Stack_Developer
amazon_web_services,apache_spark,python,java,Data_Engineer
sql,apache_kafka,amazon_kinesis,r,Data_Engineer
druid,apache_kafka,java,hadoop,Full_Stack_Developer
apache_spark,apache_kafka,druid,bigdata,Data_Engineer
java,apache,spring,angularjs,Project_Manager
java,apache,angularjs,bigdata,Data_Engineer
java,apache,spring,angularjs,Full_Stack_Developer
hadoop,apache,bigdata,machine_learning,Full_Stack_Developer
hadoop,apache,bigdata,data_analysis,Data_Engineer
agile,apache,c#,hadoop,Full_Stack_Developer
linux,ansible,devops,docker,Data_Engineer
elasticsearch,ansible,amazon_web_services,linux,Data_Engineer
python,angularjs,nodejs,d3.js,Full_Stack_Developer
java,angularjs,javascript,apache_spark,Data_Engineer
java,angularjs,nodejs,svg,Full_Stack_Developer
nodejs,angular,reactjs,mongodb,Data_Engineer
java,angular,java_ee,sql,Data_Engineer
elasticsearch,angular,c#,sql_server,Full_Stack_Developer
time_management,analytics,agile,azure,Project_Manager
team_management,analytics,banking,strategic_planning,Project_Manager
task_management,analytics,leadership,diplomacy,Project_Manager
task_management,analytics,leadership,diplomacy,Project_Manager
system_analysis,analytics,database,data_warehouse,Data_Engineer
python,analytics,diplomacy,jira,Project_Manager
python,analytics,diplomacy,jira,Project_Manager
machine_learning,analytics,ibm_watson_cognitive,azure,Data_Engineer
hadoop,analytics,data_warehouse,bigdata,Data_Engineer
documentation,analytics,banking,engineering_design,Project_Manager
data_analysis,analytics,security,team_management,Project_Manager
bigdata,analytics,deep_learning,machine_learning,Full_Stack_Developer
banking,analytics,budgeting,user_interface,Project_Manager
artificial_intelligence,analytics,project_planning,cad,Project_Manager
rest,amazon_web_services,google_cloud_platform,scala,Full_Stack_Developer
python,amazon_web_services,saas,elasticsearch,Data_Engineer
python,amazon_web_services,distributed_computing,devops,Full_Stack_Developer
linux,amazon_web_services,mongodb,ansible,Full_Stack_Developer
javascript,amazon_web_services,scala,python,Data_Engineer
java,amazon_web_services,nodejs,spring_mvc,Full_Stack_Developer
java,amazon_web_services,elasticsearch,spring,Data_Engineer
haskell,amazon_web_services,apache_spark,scala,Full_Stack_Developer
hadoop,amazon_web_services,apache_spark,hive,Data_Engineer
hadoop,amazon_web_services,machine_learning,bigdata,Full_Stack_Developer
hadoop,amazon_web_services,apache_spark,hive,Data_Engineer
cloud,amazon_web_services,elasticsearch,php,QA_Analyst
cloud,amazon_web_services,azure,artificial_intelligence,Full_Stack_Developer
cloud,amazon_web_services,python,scala,Full_Stack_Developer
clojure,amazon_web_services,sql,nosql,Full_Stack_Developer
bigdata,amazon_web_services,amazon_rds_aurora,oracle11g,Data_Engineer
bigdata,amazon_web_services,amazon_rds_aurora,oracle11g,Data_Engineer
azure,amazon_web_services,cloud,java,Full_Stack_Developer
scala,amazon_s3,amazon_emr,apache_spark_sql,Data_Engineer
scala,amazon_s3,amazon_emr,apache_spark_sql,Data_Engineer
amazon_web_services,amazon_s3,emr,lambda,Data_Engineer
sql,amazon_redshift,python,ruby,Full_Stack_Developer
python,amazon_redshift,java,airflow,Full_Stack_Developer
druid,amazon_kinesis,hadoop,apache_spark,Data_Engineer
apache_kafka,amazon_kinesis,google_bigquery,amazon_redshift,Full_Stack_Developer
fpga,altera,lattice,xilinx,Data_Engineer
web_services,algorithm,machine_learning,distributed_system,Full_Stack_Developer
machine_learning,algorithm,ruby_on_rails,agile,Data_Engineer
machine_learning,algorithm,java,software_design,Full_Stack_Developer
machine_learning,algorithm,c++,openrave,Full_Stack_Developer
machine_learning,algorithm,image_processing,modeling,Data_Engineer
machine_learning,algorithm,c++,python,Full_Stack_Developer
machine_learning,algorithm,nodejs,deep_learning,Data_Engineer
machine_learning,algorithm,python,c++,Data_Engineer
machine_learning,algorithm,c,java,Data_Engineer
machine_learning,algorithm,c,matlab,Full_Stack_Developer
machine_learning,algorithm,nodejs,deep_learning,Data_Engineer
machine_learning,algorithm,c++,openrave,Full_Stack_Developer
java,algorithm,machine_learning,real_time,Full_Stack_Developer
java,algorithm,machine_learning,jenkins,Data_Engineer
java,algorithm,machine_learning,real_time,Full_Stack_Developer
c++,algorithm,machine_learning,pandas,Full_Stack_Developer
java,akka,scala,apache_flink,Full_Stack_Developer
user_interface,agile,azure,artificial_intelligence,Project_Manager
user_interface,agile,azure,artificial_intelligence,Project_Manager
time_management,agile,salesforce,python,Project_Manager
team_management,agile,security,strategic_planning,Project_Manager
team_management,agile,security,strategic_planning,Project_Manager
security,agile,testing,software_quality,QA_Analyst
security,agile,azure,leadership,Project_Manager
security,agile,security,security,Project_Manager
security,agile,strategic_planning,agile,Project_Manager
security,agile,agile,problem_management,Project_Manager
scrum,agile,clojure,salesforce,Full_Stack_Developer
project_planning,agile,diplomacy,budgeting,Project_Manager
project_planning,agile,analytics,python,Project_Manager
project_management,agile,jira,elasticsearch,Full_Stack_Developer
project_control,agile,scrum,artificial_intelligence,Project_Manager
project_control,agile,scrum,artificial_intelligence,Project_Manager
problem_solving,agile,networking,analytics,Project_Manager
problem_solving,agile,salesforce,jira,Project_Manager
problem_solving,agile,agile,leadership,Project_Manager
problem_solving,agile,analytics,python,Project_Manager
problem_solving,agile,agile,communication_skills,Project_Manager
organization,agile,diplomacy,python,Project_Manager
nodejs,agile,javascript,angularjs,Full_Stack_Developer
networking,agile,continuous_integration,leadership,Project_Manager
networking,agile,time_management,scrum,Project_Manager
networking,agile,continuous_integration,leadership,Project_Manager
mtm,agile,testing,.net,QA_Analyst
leadership,agile,python,financial_modeling,Project_Manager
leadership,agile,python,financial_modeling,Project_Manager
economics,agile,financial_modeling,networking,Project_Manager
economics,agile,financial_modeling,networking,Project_Manager
documentation,agile,data_analysis,diplomacy,Project_Manager
documentation,agile,docker,azure,Project_Manager
documentation,agile,strategic_planning,communication_skills,Project_Manager
documentation,agile,strategic_planning,problem_solving,Project_Manager
documentation,agile,strategic_planning,communication_skills,Project_Manager
docker,agile,debugging,leadership,Project_Manager
diplomacy,agile,agile,strategic_planning,Project_Manager
diplomacy,agile,agile,strategic_planning,Project_Manager
debugging,agile,user_interface,problem_solving,Project_Manager
debugging,agile,salesforce,qa,Project_Manager
cad,agile,documentation,analytics,Project_Manager
cad,agile,corporate,security,Project_Manager
cad,agile,documentation,agile,Project_Manager
cad,agile,corporate,security,Project_Manager
banking,agile,budgeting,agile,Project_Manager
banking,agile,azure,security,Project_Manager
banking,agile,budgeting,agile,Project_Manager
photoshop,adobe_illustrator,responsive_design,data,Full_Stack_Developer
azure,active_directory,bigdata,cloud,Full_Stack_Developer
c++,3d,artificial_intelligence,unreal_engine4,Data_Engineer
sql,.net,microsoft_dynamics,testing,Project_Manager
sql,.net,soa,nosql,Full_Stack_Developer
project_management,.net,engineering_design,communication_skills,Project_Manager
hadoop,.net,java,sql,Full_Stack_Developer
hadoop,.net,java,sql,Full_Stack_Developer
cad,.net,jira,project_planning,Project_Manager
cad,.net,jira,project_planning,Project_Manager
c#,.net,sql_server,wpf,Full_Stack_Developer
c#,.net,design,angularjs,Full_Stack_Developer
c#,.net,asp.net,machine_learning,Full_Stack_Developer
c#,.net,sql,oracle,Full_Stack_Developer
c#,.net,design,sql_server,Full_Stack_Developer
c#,.net,amazon_web_services,agile,Full_Stack_Developer
c#,.net,sql,javascript,Full_Stack_Developer
c#,.net,design,agile,Full_Stack_Developer
c#,.net,wpf,azure,Data_Engineer
c#,.net,agile,asp.net,Full_Stack_Developer
c#,.net,tdd,cleancode,Full_Stack_Developer
c#,.net,tdd,cleancode,Full_Stack_Developer
c#,.net,sql_server,wpf,Full_Stack_Developer
c#,.net,design,angularjs,Full_Stack_Developer
c#,.net,asp.net,machine_learning,Full_Stack_Developer
c#,.net,sql,oracle,Full_Stack_Developer
c#,.net,design,sql_server,Full_Stack_Developer
c#,.net,amazon_web_services,agile,Full_Stack_Developer
c#,.net,sql,javascript,Full_Stack_Developer
c#,.net,design,agile,Full_Stack_Developer
c#,.net,wpf,azure,Data_Engineer
c#,.net,agile,asp.net,Full_Stack_Developer
